name,age,gender,grade,course,attendance_pct,enrollment_date
Matthew Fernandez,-1.0,Unknown,F,Unknown,66.29,2025-02-12
Thomas Sanchez,-1.0,femle,D,math,-10.0,2023-05-27
Rhonda Downs,-1.0,Other,D,Science,32.39716158781074,1970-01-01
Brooke Lopez,-1.0,maale,Unknown,English,-10.0,1970-01-01
Daniel Richardson,-1.0,femle,F,History,-10.0,32-13-2020
Thomas Cooper,-1.0,maale,B,Science,32.39716158781074,2020-10-25
Matthew Watkins,21.0,F,A,Math,70.53,2025-01-07
David Jackson,11.0,Male,D,Science,32.39716158781074,32-13-2020
Kenneth Scott,-1.0,Unknown,B,SCIENCE,32.39716158781074,2024-01-10
Brian Pratt,22.0,femle,A,Unknown,75.19,2024-04-22
David Rocha,-1.0,Other,C,Unknown,32.39716158781074,32-13-2020
James Smith,-1.0,Female,A,Math,32.39716158781074,2024-10-03
Victor Grant,-1.0,Male,B,English,32.39716158781074,32-13-2020
William Kelley,-1.0,Female,Unknown,Math,32.39716158781074,2022-01-12
Mr. Derrick Moore,18.0,Unknown,Unknown,English,32.39716158781074,2024-05-17
Sandra James,23.0,M,C,SCIENCE,-10.0,2021-03-04
Tara Collins DVM,-1.0,Female,D,English,32.39716158781074,2022-01-26
Ryan Montgomery,21.0,Unknown,D,Math,66.91,2023-04-12
Mike Moreno,-1.0,Other,Unknown,SCIENCE,-10.0,2022-11-06
Beth Banks,-1.0,F,C,English,-10.0,2021-04-15
Miguel Carter,-1.0,Unknown,B,Unknown,32.39716158781074,32-13-2020
Crystal Miller,-1.0,Other,C,Math,32.39716158781074,32-13-2020
Roberto Stewart,-1.0,Unknown,C,Unknown,-10.0,1970-01-01
Gene Olson,-1.0,Female,Unknown,English,-10.0,1970-01-01
Brian Kelly,-1.0,femle,D,Math,32.39716158781074,32-13-2020
Kenneth Donovan,-1.0,Female,D,Science,32.39716158781074,1970-01-01
Jason Rojas,-1.0,Unknown,B,Math,32.39716158781074,2021-11-26
Patrick Sanchez,24.0,Female,Unknown,Math,-10.0,1970-01-01
Michael Jackson,-1.0,Other,A,SCIENCE,32.39716158781074,2020-06-21
Kenneth Reeves,-1.0,Female,D,Math,32.39716158781074,32-13-2020
Larry Ellis,13.0,maale,A,Unknown,32.39716158781074,1970-01-01
Eric Lewis,-1.0,Other,F,Unknown,69.14,2023-11-01
Laura Mcdowell,-1.0,Male,F,math,65.59,32-13-2020
Kristi Maynard,-1.0,Male,D,Unknown,32.39716158781074,32-13-2020
Stephanie Griffin,-1.0,Other,A,Science,-10.0,32-13-2020
Christopher Carter,-1.0,M,A,History,-10.0,2023-10-04
Gerald Moore,14.0,Other,D,Math,99.32,2021-04-21
Brian Herrera,22.0,Male,Unknown,English,32.39716158781074,1970-01-01
Anne Hancock,18.0,Unknown,C,Unknown,32.39716158781074,1970-01-01
Ryan Olson,-1.0,Male,Unknown,Math,-10.0,32-13-2020
Logan Lewis,-1.0,Male,Unknown,Unknown,92.48,2022-05-10
John Rodriguez,-1.0,femle,Unknown,Unknown,32.39716158781074,1970-01-01
John Sharp,-1.0,femle,Unknown,Unknown,-10.0,2021-10-08
Joseph Ayers,19.0,M,C,English,32.39716158781074,1970-01-01
Brian Russo,-1.0,F,Unknown,History,50.0,32-13-2020
Brandy Hall,14.0,F,C,Unknown,61.43,32-13-2020
Erica Mcdaniel,-1.0,Other,Unknown,History,59.45,1970-01-01
Vincent Knight,23.0,Male,F,math,84.51,2020-10-18
Amanda Villarreal,12.0,M,Unknown,Math,89.9,2021-11-25
Robert Alvarez,14.0,Unknown,D,math,32.39716158781074,1970-01-01
Rebecca Hale,-1.0,Female,Unknown,Unknown,-10.0,32-13-2020
Kristin Joyce,-1.0,Male,Unknown,Unknown,32.39716158781074,2023-05-08
Ashley Leblanc,25.0,maale,C,Math,-10.0,1970-01-01
Nathan Dalton,-1.0,Male,F,Unknown,32.39716158781074,1970-01-01
James Cook,-1.0,F,Unknown,SCIENCE,32.39716158781074,1970-01-01
Sherry Day,-1.0,Unknown,A,History,32.39716158781074,1970-01-01
Melody Chaney,-1.0,Unknown,C,Unknown,-10.0,32-13-2020
Victoria Smith,-1.0,Male,D,math,88.1,2023-12-29
Dana Johnson,-1.0,Male,Unknown,math,84.39,32-13-2020
Dakota Green,-1.0,Other,A,History,72.75,2024-03-02
Dawn Davis,22.0,Male,Unknown,Science,54.54,1970-01-01
Jose Palmer,-1.0,Unknown,A,Math,-10.0,1970-01-01
Shelby Brown,21.0,F,C,English,69.4,1970-01-01
Sarah Miles,-1.0,M,C,SCIENCE,83.54,1970-01-01
Patricia Hill,-1.0,M,D,Unknown,32.39716158781074,2022-12-22
Travis Higgins,-1.0,Male,D,math,32.39716158781074,1970-01-01
Tina Dougherty,20.0,maale,A,Math,32.39716158781074,32-13-2020
Dr. James Cox,-1.0,Unknown,A,English,32.39716158781074,32-13-2020
Matthew Anderson,-1.0,Unknown,A,Unknown,32.39716158781074,1970-01-01
Jesse Simmons,16.0,M,B,Unknown,-10.0,32-13-2020
Rachel Ellis,-1.0,Unknown,Unknown,Unknown,32.39716158781074,1970-01-01
Matthew Vaughan,-1.0,maale,D,History,32.39716158781074,32-13-2020
Mallory Perkins,19.0,Unknown,B,English,32.39716158781074,32-13-2020
Mrs. Wendy Burke DVM,-1.0,femle,Unknown,Science,53.39,32-13-2020
Samantha Jefferson,-1.0,Male,Unknown,SCIENCE,32.39716158781074,2025-02-07
Michele Navarro,-1.0,F,B,Science,-10.0,2022-12-25
April Bautista,-1.0,Unknown,F,Unknown,73.59,32-13-2020
James Perry,-1.0,Other,F,Science,-10.0,2024-05-03
Jennifer Hart,-1.0,Male,D,Unknown,-10.0,1970-01-01
Sarah Ross,-1.0,Male,F,History,32.39716158781074,2020-08-30
Diana Olson,-1.0,F,B,SCIENCE,59.56,32-13-2020
Donald Bowen,-1.0,M,B,SCIENCE,-10.0,1970-01-01
Kelly Wallace,18.0,Unknown,D,Science,32.39716158781074,2022-05-17
Ashley Howard,-1.0,M,A,math,60.91,32-13-2020
Shane Montes,-1.0,femle,A,math,32.39716158781074,2025-03-20
Bryan Roth,-1.0,Other,F,Unknown,-10.0,2022-04-27
Alyssa Torres,-1.0,Unknown,A,Unknown,-10.0,2025-02-25
Virginia Hunter,-1.0,Female,C,SCIENCE,32.39716158781074,32-13-2020
Sean Jackson,-1.0,Female,A,Math,32.39716158781074,1970-01-01
Deanna Wilcox,-1.0,M,C,Math,76.96,2022-12-04
Emily Clayton,-1.0,Unknown,Unknown,math,32.39716158781074,1970-01-01
Catherine Aguilar,-1.0,Unknown,D,Science,54.79,1970-01-01
Monique Fisher,-1.0,Unknown,F,History,32.39716158781074,2024-10-18
Andrea Fisher,-1.0,Unknown,Unknown,Unknown,97.77,2024-08-25
Deanna Murray,11.0,Unknown,D,Math,50.26,2021-11-04
Lisa Alexander,-1.0,femle,Unknown,Science,32.39716158781074,1970-01-01
Larry Riddle,-1.0,M,Unknown,English,32.39716158781074,2022-05-08
Lisa Grimes,-1.0,maale,Unknown,Unknown,64.28,1970-01-01
David Vega,-1.0,femle,B,Science,32.39716158781074,2022-03-17
Walter Salazar,-1.0,maale,F,English,32.39716158781074,1970-01-01
David Alvarez,-1.0,Unknown,B,Science,99.53,32-13-2020
Ryan Cole,-1.0,maale,F,History,98.97,2021-09-09
Kathryn Lamb,-1.0,F,D,History,32.39716158781074,2022-04-26
Kenneth Cross,-1.0,maale,F,Unknown,32.39716158781074,1970-01-01
Chad Perry,21.0,Unknown,Unknown,Unknown,-10.0,2024-06-02
Jason Harris,-1.0,Other,Unknown,SCIENCE,32.39716158781074,32-13-2020
Connor Bean,-1.0,femle,Unknown,math,95.06,2020-12-28
Deborah Berger,-1.0,Other,D,Math,32.39716158781074,1970-01-01
Zachary Owens,-1.0,Female,C,English,67.39,2023-09-15
Justin Turner,-1.0,Female,C,math,-10.0,32-13-2020
Kevin Anderson,-1.0,M,F,English,32.39716158781074,32-13-2020
Jenny Campos,-1.0,F,A,Science,-10.0,2024-11-20
Sarah Sanchez,-1.0,Female,A,Unknown,32.39716158781074,32-13-2020
Timothy Garcia,-1.0,Other,D,SCIENCE,-10.0,1970-01-01
Justin Galvan,-1.0,Female,Unknown,Unknown,32.39716158781074,2020-12-28
Michael Cooper,-1.0,Male,F,History,32.39716158781074,1970-01-01
Amy Moore,-1.0,M,D,Science,32.39716158781074,2022-01-01
Emma Mckenzie,-1.0,F,A,math,32.39716158781074,1970-01-01
Samantha Hardy,-1.0,F,C,Unknown,32.39716158781074,2023-02-12
Kristi Moore,-1.0,Unknown,D,English,32.39716158781074,32-13-2020
Steven Mejia,-1.0,Female,B,Math,-10.0,2022-12-11
Mr. Billy Lawrence,-1.0,maale,D,Unknown,32.39716158781074,2023-07-25
Nancy Atkinson,19.0,maale,F,Unknown,32.39716158781074,2023-09-24
Leslie Bryant,10.0,maale,A,Math,-10.0,32-13-2020
Debbie Sharp,-1.0,Unknown,C,Unknown,32.39716158781074,1970-01-01
Marissa Cook,-1.0,Male,A,Math,61.07,32-13-2020
Paige Cannon,-1.0,maale,A,Science,-10.0,2023-06-01
Matthew Frost,-1.0,Male,Unknown,Science,99.31,1970-01-01
Ashley Armstrong,-1.0,Other,A,math,-10.0,2022-04-11
Travis Paul,19.0,Unknown,Unknown,English,-10.0,2024-07-16
Anthony Barrera,-1.0,M,A,Science,-10.0,2024-03-20
Lindsey Frost,-1.0,femle,C,math,32.39716158781074,2022-11-17
Daniel Perkins,21.0,Male,F,History,32.39716158781074,2022-07-06
Jeremy Guzman,-1.0,F,C,History,32.39716158781074,2024-05-22
Sara Powers,-1.0,Unknown,C,Unknown,32.39716158781074,2023-07-21
Kimberly Chan,-1.0,maale,B,History,32.39716158781074,1970-01-01
Charles Ortiz,22.0,Unknown,B,SCIENCE,54.65,32-13-2020
Taylor Edwards,-1.0,Unknown,F,math,32.39716158781074,2025-02-20
Tammy Watkins,16.0,Male,Unknown,math,32.39716158781074,32-13-2020
Jacob Marshall,-1.0,maale,C,Math,87.66,1970-01-01
Janet Washington,-1.0,Male,D,Math,32.39716158781074,1970-01-01
Andrea Reynolds,-1.0,Female,F,Unknown,32.39716158781074,2023-07-09
Steven Thompson,-1.0,Unknown,B,History,32.39716158781074,2023-05-13
Brian Ramirez,-1.0,Other,A,Math,32.39716158781074,32-13-2020
Kathryn Arnold,-1.0,maale,B,Science,32.39716158781074,2022-11-29
Christina Robinson,-1.0,M,Unknown,English,82.71,1970-01-01
Larry Thompson,-1.0,Other,B,math,32.39716158781074,2021-12-06
Travis Carpenter,-1.0,Female,F,Science,32.39716158781074,2020-12-15
Kimberly Watson,-1.0,Other,A,Math,32.39716158781074,1970-01-01
Andrew Palmer,-1.0,M,C,math,62.34,1970-01-01
Luke Wu,-1.0,Male,F,Science,32.39716158781074,32-13-2020
Frederick Whitaker,-1.0,maale,B,Math,-10.0,1970-01-01
Jeremy Shaw,17.0,Unknown,D,History,-10.0,2020-08-15
Debra Burgess,-1.0,Unknown,A,Unknown,-10.0,32-13-2020
Lisa Williamson,11.0,maale,Unknown,SCIENCE,95.39,32-13-2020
Nicole Hayes,-1.0,Other,F,math,32.39716158781074,32-13-2020
Erin Singh,-1.0,Female,D,SCIENCE,-10.0,1970-01-01
Christine Horton,-1.0,Unknown,A,English,81.27,32-13-2020
Timothy Juarez,22.0,Female,B,Science,90.81,2021-05-03
Taylor Peterson,-1.0,femle,D,Unknown,84.13,2023-04-19
Julia Ortiz,10.0,M,F,Science,93.9,32-13-2020
Darrell Cabrera,15.0,maale,D,math,32.39716158781074,32-13-2020
Hunter Bell,-1.0,Other,B,SCIENCE,-10.0,2022-07-04
Lisa Lopez,-1.0,Unknown,C,History,86.03,32-13-2020
David Harvey,-1.0,Other,A,SCIENCE,-10.0,2020-10-17
Kathryn Wagner,-1.0,Female,F,English,32.39716158781074,32-13-2020
Kenneth Martinez,-1.0,M,Unknown,English,66.66,32-13-2020
Karen Obrien,-1.0,femle,C,Math,61.42,2022-09-14
Samantha Young,-1.0,Female,Unknown,English,32.39716158781074,32-13-2020
Mario Thornton,-1.0,M,D,Math,32.39716158781074,32-13-2020
Casey Jackson,-1.0,Unknown,C,math,78.72,32-13-2020
Kayla Parker,-1.0,maale,Unknown,History,-10.0,1970-01-01
Matthew Hayes,-1.0,Unknown,F,SCIENCE,69.19,1970-01-01
Kenneth Curry,11.0,Other,F,History,95.79,1970-01-01
Mr. Kevin Carter MD,-1.0,Other,C,SCIENCE,32.39716158781074,2020-07-09
Laurie Jones,-1.0,Female,D,Unknown,-10.0,32-13-2020
Jared Armstrong,13.0,Other,C,Unknown,-10.0,1970-01-01
Drew Lopez,-1.0,F,A,Math,50.61,1970-01-01
Erik Gordon,-1.0,Male,A,Math,32.39716158781074,2022-04-18
Dale Aguilar,-1.0,M,A,SCIENCE,32.39716158781074,1970-01-01
Amanda Zimmerman,18.0,Female,F,Science,32.39716158781074,32-13-2020
Melissa Williams,-1.0,F,B,Science,-10.0,32-13-2020
Christina Hampton,-1.0,F,F,SCIENCE,-10.0,32-13-2020
Paul Cisneros,-1.0,Unknown,C,Science,32.39716158781074,1970-01-01
Melissa Gonzalez,23.0,Male,Unknown,Science,-10.0,2022-11-18
Kelly Miller,14.0,femle,F,Unknown,80.38,2022-04-12
Kimberly Roberts,-1.0,Unknown,Unknown,English,76.08,2023-04-10
Kirk Gonzalez,11.0,femle,C,SCIENCE,32.39716158781074,1970-01-01
Alexandra Berg,21.0,Female,F,math,-10.0,2022-03-01
Laura Burke,-1.0,M,F,SCIENCE,96.06,32-13-2020
Stephen Herman,-1.0,femle,C,SCIENCE,-10.0,2024-06-01
Cynthia Sanchez,-1.0,Unknown,F,SCIENCE,-10.0,32-13-2020
Kenneth Reese,-1.0,maale,Unknown,History,32.39716158781074,1970-01-01
Geoffrey Chang,-1.0,Unknown,Unknown,math,-10.0,2024-12-24
Matthew Wright,17.0,M,Unknown,History,32.39716158781074,2022-08-06
Briana Sutton,14.0,M,D,History,32.39716158781074,1970-01-01
Jessica Hamilton,15.0,F,B,Science,32.39716158781074,32-13-2020
Alicia Gonzalez,21.0,F,Unknown,History,90.18,1970-01-01
Patricia Duke,21.0,Male,Unknown,Unknown,32.39716158781074,2023-11-25
Elizabeth Jarvis,-1.0,Unknown,F,Unknown,-10.0,32-13-2020
Melody Hardy,-1.0,M,A,History,74.96,32-13-2020
Holly Ayala,22.0,Male,F,Science,-10.0,32-13-2020
Christopher Johnson III,-1.0,Other,Unknown,Unknown,32.39716158781074,2020-07-03
Shannon Matthews,22.0,M,D,History,32.39716158781074,1970-01-01
Victoria Randall,-1.0,M,B,Math,32.39716158781074,1970-01-01
Misty Stuart,-1.0,Other,F,English,93.48,2023-09-19
Terri Powell,10.0,F,Unknown,math,-10.0,2022-04-12
Heather Chan,-1.0,Other,C,Unknown,-10.0,2024-10-18
Lisa Diaz,11.0,Female,F,History,32.39716158781074,1970-01-01
Ryan Davis,-1.0,Other,A,English,32.39716158781074,1970-01-01
Joseph Reynolds,25.0,Unknown,C,math,32.39716158781074,32-13-2020
Rebecca Nelson,-1.0,Female,D,Unknown,32.39716158781074,2024-02-15
Roy Estrada,-1.0,Other,B,Math,32.39716158781074,2021-08-01
Jillian Smith,-1.0,maale,C,Science,32.39716158781074,32-13-2020
Paul Brown,-1.0,Male,D,English,80.91,1970-01-01
Philip Gomez,-1.0,F,C,Unknown,32.39716158781074,32-13-2020
Katrina Perkins,-1.0,Unknown,D,Unknown,32.39716158781074,1970-01-01
Andrea Collins,-1.0,Other,Unknown,Unknown,32.39716158781074,2024-12-12
Brett Miller,-1.0,F,D,English,32.39716158781074,2024-04-04
Deanna Avila,-1.0,Female,D,SCIENCE,99.64,2021-08-02
Beverly Flores,25.0,F,A,Science,32.39716158781074,2020-09-28
Patricia Gardner,13.0,F,F,Science,63.7,32-13-2020
Martin Bonilla,-1.0,F,A,English,98.59,2024-11-30
Melinda Hamilton,-1.0,femle,A,Science,-10.0,32-13-2020
Jonathan Mcdonald,-1.0,Male,A,math,66.69,1970-01-01
Jack Patterson,-1.0,Unknown,Unknown,Science,32.39716158781074,32-13-2020
Sherri Johnston,-1.0,femle,F,History,32.39716158781074,1970-01-01
Melanie Adams,-1.0,Unknown,Unknown,math,50.32,1970-01-01
Ann Carter,-1.0,Other,F,math,80.32,1970-01-01
Eric Glenn,-1.0,F,Unknown,English,32.39716158781074,1970-01-01
James Gonzalez,-1.0,Unknown,Unknown,Math,32.39716158781074,32-13-2020
Deborah Brown,-1.0,Unknown,Unknown,math,-10.0,1970-01-01
James Ramirez,-1.0,F,D,SCIENCE,32.39716158781074,32-13-2020
Juan Watson,-1.0,maale,A,English,-10.0,2023-12-09
Anthony Anderson,16.0,M,D,Science,76.67,2022-08-06
Tony Martin,-1.0,Other,Unknown,Science,32.39716158781074,32-13-2020
Nicholas Harvey,23.0,maale,D,Unknown,-10.0,1970-01-01
Edgar Nguyen,-1.0,Other,B,Math,32.39716158781074,32-13-2020
Dennis Joseph,-1.0,Female,Unknown,SCIENCE,32.39716158781074,1970-01-01
Angela Mcclain,-1.0,F,Unknown,Unknown,-10.0,2022-09-03
William Salas,14.0,M,D,Science,32.39716158781074,2023-02-19
Charles Pierce,20.0,Male,A,Science,32.39716158781074,32-13-2020
Brenda Wade,24.0,femle,C,math,71.28,32-13-2020
Rachel Casey,-1.0,maale,F,Unknown,74.71,1970-01-01
Joseph Ware,23.0,Other,C,English,32.39716158781074,2023-09-15
Teresa Boyer,-1.0,Other,C,math,32.39716158781074,1970-01-01
William Good,-1.0,Male,C,math,32.39716158781074,1970-01-01
Thomas Allen,-1.0,maale,B,Math,58.81,1970-01-01
Maria Scott,-1.0,maale,A,Unknown,-10.0,1970-01-01
Robert Rivers,-1.0,Unknown,B,SCIENCE,65.88,2022-09-21
James Higgins,14.0,M,B,History,32.39716158781074,2020-09-12
Joseph Soto,-1.0,M,F,Science,-10.0,32-13-2020
Jennifer Lopez,-1.0,femle,F,math,53.14,1970-01-01
Michael Romero,18.0,F,D,History,32.39716158781074,2024-05-27
David Mendoza,23.0,Other,Unknown,Math,32.39716158781074,1970-01-01
Christopher Duncan,-1.0,F,Unknown,Math,88.08,1970-01-01
Wesley Chambers,-1.0,Other,Unknown,History,-10.0,1970-01-01
Sarah Hayes,-1.0,femle,C,English,32.39716158781074,2021-01-06
Corey Miller,17.0,Unknown,F,Math,32.39716158781074,2022-03-02
David Gregory,15.0,Unknown,Unknown,SCIENCE,77.37,32-13-2020
Amy Hill,-1.0,M,Unknown,Science,32.39716158781074,2024-08-05
Jason Pineda,-1.0,femle,Unknown,Unknown,32.39716158781074,1970-01-01
David Johnson,-1.0,Other,Unknown,Math,32.39716158781074,32-13-2020
Felicia Byrd,-1.0,Unknown,Unknown,Unknown,32.39716158781074,2020-10-25
Edward Jimenez,16.0,M,Unknown,English,32.39716158781074,2024-06-11
Tonya Garcia,-1.0,Female,C,SCIENCE,32.39716158781074,32-13-2020
Shirley Nguyen,-1.0,Male,B,Math,75.59,32-13-2020
Marissa Barrett,-1.0,M,F,English,32.39716158781074,1970-01-01
Brandy Hernandez,13.0,Female,A,Science,63.38,32-13-2020
Caleb Smith,-1.0,M,B,Math,32.39716158781074,1970-01-01
Samantha Tanner,-1.0,F,F,SCIENCE,62.72,32-13-2020
Carrie Allen,-1.0,Unknown,Unknown,Math,-10.0,2024-12-04
Monica Wells,-1.0,Male,C,History,32.39716158781074,32-13-2020
Hector Kelley,-1.0,femle,A,History,32.39716158781074,1970-01-01
Richard Moreno,-1.0,Female,D,English,59.54,2020-11-16
Jeffrey Harvey,-1.0,Female,Unknown,Math,73.05,32-13-2020
Lauren Conner,24.0,Unknown,A,English,32.39716158781074,1970-01-01
Allison Turner,11.0,maale,Unknown,Science,-10.0,32-13-2020
Ashley Turner,-1.0,F,Unknown,Unknown,32.39716158781074,32-13-2020
Jessica Vargas,-1.0,Unknown,Unknown,Unknown,32.39716158781074,2023-07-11
Matthew Martinez,-1.0,Unknown,D,Unknown,57.92,1970-01-01
Mrs. Tammie Castaneda,17.0,F,B,English,-10.0,1970-01-01
Marc George,-1.0,Male,Unknown,math,32.39716158781074,2022-11-06
Brendan Mcdonald,18.0,maale,C,History,68.71,32-13-2020
Jill Wilson,-1.0,Other,D,Math,99.15,1970-01-01
James Harris Jr.,-1.0,Female,F,History,32.39716158781074,1970-01-01
Aaron Johnson,-1.0,Unknown,A,History,32.39716158781074,32-13-2020
Michael Adams,18.0,Unknown,F,History,32.39716158781074,1970-01-01
Paul Hood,-1.0,Male,F,English,32.39716158781074,2024-10-16
Daniel Lopez,19.0,Female,C,Science,-10.0,1970-01-01
Heather Little,10.0,maale,C,math,55.32,32-13-2020
Christopher Greene,-1.0,Other,B,English,32.39716158781074,32-13-2020
Jonathan Herrera,-1.0,Male,A,Science,32.39716158781074,2024-02-18
Heather Webster,-1.0,Unknown,Unknown,Science,32.39716158781074,32-13-2020
Christopher Farmer,11.0,maale,B,Math,68.15,2021-02-13
Lindsey Peterson,-1.0,Other,A,SCIENCE,65.27,2021-12-16
Sandra Martinez,12.0,F,C,Science,32.39716158781074,2024-12-13
Linda Tyler,-1.0,Unknown,A,Unknown,-10.0,1970-01-01
Christopher Santiago,-1.0,Unknown,F,math,97.63,1970-01-01
Jeremy Tucker,21.0,Unknown,Unknown,Unknown,32.39716158781074,32-13-2020
Megan Smith,-1.0,maale,C,History,83.93,1970-01-01
Jeffrey Rojas,-1.0,Other,B,Unknown,32.39716158781074,32-13-2020
Michael Oneill,12.0,Male,Unknown,Unknown,32.39716158781074,1970-01-01
Ashley Fernandez,-1.0,Unknown,B,Unknown,32.39716158781074,1970-01-01
Terry Ramos,-1.0,Male,Unknown,English,87.26,1970-01-01
Jessica Williams,-1.0,Female,F,Unknown,58.23,2023-12-05
Mary Valentine,-1.0,Female,C,History,73.49,1970-01-01
William Taylor,-1.0,Male,A,math,32.39716158781074,32-13-2020
Mary Wilson,-1.0,F,Unknown,English,32.39716158781074,1970-01-01
Jasmine Chavez,-1.0,Male,A,Science,97.55,32-13-2020
Tanya Flores,-1.0,M,A,Unknown,76.82,32-13-2020
Courtney Green,-1.0,femle,Unknown,Math,95.26,1970-01-01
Philip Robinson,-1.0,M,D,Science,32.39716158781074,1970-01-01
Mark Rojas,-1.0,Other,C,math,79.16,32-13-2020
Cassandra Fisher,-1.0,Other,B,History,32.39716158781074,1970-01-01
Jessica Williams,-1.0,Other,Unknown,History,32.39716158781074,1970-01-01
John Parker,18.0,Male,A,Unknown,32.39716158781074,32-13-2020
Alexandra Williams,-1.0,femle,Unknown,History,32.39716158781074,32-13-2020
Jeffrey Schmitt,-1.0,femle,A,Science,32.39716158781074,32-13-2020
Katherine Massey,-1.0,Female,Unknown,math,32.39716158781074,2024-02-26
Andre Rios,11.0,Other,F,Science,-10.0,2023-08-22
Jamie Rios,-1.0,maale,D,Math,59.02,1970-01-01
Dawn Pearson,-1.0,maale,B,math,32.39716158781074,32-13-2020
Jesse Michael,-1.0,maale,C,Unknown,-10.0,2024-03-18
Michael Reed,-1.0,Other,Unknown,English,77.06,1970-01-01
Mary Beck,20.0,F,F,Unknown,32.39716158781074,32-13-2020
Cynthia Turner,-1.0,Unknown,C,Unknown,32.39716158781074,2025-02-23
Jennifer Rogers,-1.0,maale,F,Unknown,-10.0,1970-01-01
Steven Woods,-1.0,Unknown,B,History,32.39716158781074,2024-06-19
Susan Garrison,13.0,Female,Unknown,Math,87.18,1970-01-01
Michael Webb,-1.0,Female,D,math,32.39716158781074,32-13-2020
Melvin Martinez,19.0,M,D,Unknown,88.02,1970-01-01
Crystal Padilla,-1.0,M,C,SCIENCE,-10.0,1970-01-01
Janice Wolf,-1.0,Male,Unknown,SCIENCE,32.39716158781074,2023-02-16
Barbara Molina,-1.0,femle,Unknown,math,-10.0,1970-01-01
Michael Allen,-1.0,Unknown,C,History,54.13,1970-01-01
Geoffrey Little,-1.0,Unknown,C,English,32.39716158781074,2022-03-02
Kimberly Graham,-1.0,Other,Unknown,Unknown,-10.0,1970-01-01
Alec Carter,-1.0,femle,A,Math,66.95,32-13-2020
John Pollard,15.0,Unknown,A,English,32.39716158781074,2024-08-14
Toni Jordan,-1.0,Unknown,F,Unknown,32.39716158781074,1970-01-01
Cynthia Davis,-1.0,femle,Unknown,Science,32.39716158781074,1970-01-01
Kathy Martin,-1.0,Other,Unknown,Science,73.47,1970-01-01
Michael White,14.0,Unknown,Unknown,math,32.39716158781074,1970-01-01
Robert Webb DDS,-1.0,Unknown,A,History,95.66,32-13-2020
Tony Jackson,17.0,Female,B,Unknown,88.27,1970-01-01
Derrick Graham Jr.,-1.0,Other,A,SCIENCE,32.39716158781074,2024-05-19
Billy Navarro,-1.0,Female,A,Science,82.63,2020-08-18
Peter Roy,16.0,Unknown,A,English,32.39716158781074,2020-12-25
Dr. Pamela Smith,-1.0,Unknown,A,Science,-10.0,2023-01-05
Allison Martinez,-1.0,maale,B,math,-10.0,32-13-2020
Anna Chandler,-1.0,Unknown,C,Science,32.39716158781074,2022-09-04
Stacey Hartman,-1.0,femle,F,Science,-10.0,1970-01-01
David Rodriguez,11.0,Unknown,A,Unknown,32.39716158781074,2024-08-18
Lori Lowe,-1.0,F,F,Math,-10.0,1970-01-01
Christopher Schwartz,11.0,Unknown,Unknown,Science,32.39716158781074,32-13-2020
Allison Joseph,-1.0,Unknown,B,SCIENCE,-10.0,1970-01-01
Jessica Stuart,-1.0,M,C,Unknown,32.39716158781074,1970-01-01
Victoria Jones,-1.0,maale,C,Unknown,-10.0,32-13-2020
Jessica Barnett,14.0,Unknown,D,Unknown,61.39,2025-01-07
Adam Clayton,-1.0,Unknown,Unknown,English,32.39716158781074,2022-06-22
Megan Garcia,24.0,maale,Unknown,English,32.39716158781074,2022-09-16
Anthony Nelson,19.0,Female,A,History,66.22,2021-05-06
Hunter Flynn,10.0,M,C,Science,51.33,2024-01-01
Jessica Nguyen,-1.0,Unknown,Unknown,Unknown,-10.0,1970-01-01
Drew Conley,11.0,M,A,Math,32.39716158781074,32-13-2020
Steven Erickson,15.0,Unknown,A,math,-10.0,2023-08-22
Adam Rivera,-1.0,F,Unknown,Science,72.89,2023-12-27
Savannah Jones,-1.0,Male,A,Science,32.39716158781074,1970-01-01
Whitney Webster,-1.0,Unknown,F,math,69.84,32-13-2020
Derek Miller,13.0,Male,Unknown,math,81.8,2022-07-25
Derek Barnes,-1.0,maale,A,math,32.39716158781074,32-13-2020
George Sanchez,-1.0,Male,Unknown,English,73.45,1970-01-01
Nicole Fuentes,-1.0,Unknown,B,Unknown,32.39716158781074,2024-07-08
Melinda Lynn,-1.0,femle,A,math,32.39716158781074,32-13-2020
Jessica Short,24.0,Male,Unknown,Math,32.39716158781074,1970-01-01
Katherine Flores,-1.0,Unknown,C,SCIENCE,32.39716158781074,1970-01-01
Katelyn Kelly,-1.0,Unknown,D,English,-10.0,1970-01-01
Rebecca Marshall,-1.0,Unknown,C,Science,32.39716158781074,1970-01-01
Brian Rodriguez,-1.0,femle,B,Unknown,-10.0,2023-06-25
Brian Lopez,22.0,Other,F,Unknown,32.39716158781074,1970-01-01
Cole Wilkerson,17.0,Other,F,math,32.39716158781074,32-13-2020
Matthew Franklin,-1.0,maale,F,Unknown,32.39716158781074,1970-01-01
Steven Jackson,-1.0,Male,D,Unknown,32.39716158781074,2022-02-19
Mr. Daniel Lewis,-1.0,Female,Unknown,Unknown,32.39716158781074,32-13-2020
Danielle Huang,-1.0,M,C,Math,32.39716158781074,2024-05-25
Lori Rush,-1.0,maale,D,Math,-10.0,1970-01-01
Megan Cooke,-1.0,Male,F,History,32.39716158781074,2024-08-28
Anthony Perez,-1.0,femle,B,Math,32.39716158781074,32-13-2020
